trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
367,False,"{'a': 0.5, 'e': 0.15888051309497406}",20,8,19.78557356343317,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
368,False,"{'a': 0.5, 'e': 0.1580861105294992}",20,6,-11.234977330599145,"{0: 11, 1: 1, 2: 2, 3: 0, 4: 0}",1
369,False,"{'a': 0.5, 'e': 0.1572956799768517}",25,8,17.291690588418458,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
370,False,"{'a': 0.5, 'e': 0.15650920157696743}",30,16,-17.28506049607447,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
371,False,"{'a': 0.5, 'e': 0.1557266555690826}",25,0,28.186770628577957,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
372,False,"{'a': 0.5, 'e': 0.1549480222912372}",20,1,-131.13152867958294,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 4}",1
373,False,"{'a': 0.5, 'e': 0.15417328217978102}",30,18,13.772729277214435,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
374,False,"{'a': 0.5, 'e': 0.1534024157688821}",20,0,-25.523833205457727,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
375,False,"{'a': 0.5, 'e': 0.1526354036900377}",25,7,22.718508495967846,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
376,False,"{'a': 0.5, 'e': 0.1518722266715875}",25,10,-11.597243122536579,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 1}",1
377,False,"{'a': 0.5, 'e': 0.15111286553822956}",20,5,27.240496211080234,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
378,False,"{'a': 0.5, 'e': 0.15035730121053842}",20,9,-27.315472394924598,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 1}",1
379,False,"{'a': 0.5, 'e': 0.14960551470448571}",20,15,2.817495801931499,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
380,False,"{'a': 0.5, 'e': 0.14885748713096328}",30,4,-32.53673638386014,"{0: 23, 1: 0, 2: 1, 3: 1, 4: 1}",1
381,False,"{'a': 0.5, 'e': 0.14811319969530845}",25,14,-3.1490671828886105,"{0: 10, 1: 0, 2: 0, 3: 1, 4: 0}",1
382,False,"{'a': 0.5, 'e': 0.1473726336968319}",35,12,13.169289895631382,"{0: 22, 1: 0, 2: 0, 3: 1, 4: 0}",1
383,False,"{'a': 0.5, 'e': 0.14663577052834775}",20,12,-7.006997383113102,"{0: 7, 1: 0, 2: 0, 3: 1, 4: 0}",1
384,False,"{'a': 0.5, 'e': 0.14590259167570602}",35,24,21.068013983088218,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
385,False,"{'a': 0.5, 'e': 0.1451730787173275}",20,9,18.300490493992807,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
386,False,"{'a': 0.5, 'e': 0.14444721332374086}",20,0,-2.7950677701244007,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
387,False,"{'a': 0.5, 'e': 0.14372497725712216}",25,19,11.089551378117829,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
388,False,"{'a': 0.5, 'e': 0.14300635237083656}",30,20,16.457210286840148,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
389,False,"{'a': 0.5, 'e': 0.14229132060898236}",25,16,16.896333256961462,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
390,False,"{'a': 0.5, 'e': 0.14157986400593744}",20,8,7.505764950362666,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
391,False,"{'a': 0.5, 'e': 0.14087196468590776}",30,0,10.455018251572469,"{0: 28, 1: 0, 2: 1, 3: 1, 4: 0}",0
392,False,"{'a': 0.5, 'e': 0.14016760486247823}",20,10,17.208750291645977,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
393,False,"{'a': 0.5, 'e': 0.13946676683816583}",30,4,32.74477601603982,"{0: 25, 1: 0, 2: 1, 3: 0, 4: 0}",1
394,False,"{'a': 0.5, 'e': 0.138769433003975}",30,0,33.98206327698119,"{0: 29, 1: 0, 2: 1, 3: 0, 4: 0}",0
395,False,"{'a': 0.5, 'e': 0.13807558583895513}",25,7,0.9148637102933397,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 0}",1
396,False,"{'a': 0.5, 'e': 0.13738520790976036}",30,9,31.35731865059323,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
397,False,"{'a': 0.5, 'e': 0.13669828187021155}",20,12,11.730664991613665,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
398,False,"{'a': 0.5, 'e': 0.13601479046086049}",30,19,11.877132359635,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
399,False,"{'a': 0.5, 'e': 0.1353347165085562}",20,14,8.690461135723242,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
400,False,"{'a': 0.5, 'e': 0.1346580429260134}",20,10,7.779546925575469,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
401,False,"{'a': 0.5, 'e': 0.13398475271138335}",25,4,35.8611493525777,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
402,False,"{'a': 0.5, 'e': 0.13331482894782642}",30,12,10.945769609502994,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 0}",1
403,False,"{'a': 0.5, 'e': 0.13264825480308728}",25,14,-0.7094901442434252,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1
404,False,"{'a': 0.5, 'e': 0.13198501352907185}",25,18,14.641527189198468,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
405,False,"{'a': 0.5, 'e': 0.1313250884614265}",20,8,23.750707373348956,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
406,False,"{'a': 0.5, 'e': 0.13066846301911936}",20,8,18.099326542135856,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
407,False,"{'a': 0.5, 'e': 0.13001512070402377}",20,0,-3.934513783041629,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",0
408,False,"{'a': 0.5, 'e': 0.12936504510050365}",25,5,17.894470146099994,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
409,False,"{'a': 0.5, 'e': 0.12871821987500112}",20,15,2.007716736382413,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
410,False,"{'a': 0.5, 'e': 0.12807462877562611}",20,15,-2.665429752012401,"{0: 4, 1: 0, 2: 1, 3: 0, 4: 0}",1
411,False,"{'a': 0.5, 'e': 0.12743425563174798}",20,11,16.148528937566294,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
412,False,"{'a': 0.5, 'e': 0.12679708435358925}",20,0,24.824924915332133,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
413,False,"{'a': 0.5, 'e': 0.1261630989318213}",25,15,18.871988407250914,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
414,False,"{'a': 0.5, 'e': 0.1255322834371622}",20,13,14.547570922214373,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
415,False,"{'a': 0.5, 'e': 0.12490462201997637}",20,13,11.444910998930009,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
416,False,"{'a': 0.5, 'e': 0.1242800989098765}",20,8,20.40859952873862,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
417,False,"{'a': 0.5, 'e': 0.12365869841532712}",20,9,6.696875838783287,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
418,False,"{'a': 0.5, 'e': 0.12304040492325048}",20,14,9.025502776836632,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
419,False,"{'a': 0.5, 'e': 0.12242520289863423}",30,18,-30.803147201689274,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 1}",1
420,False,"{'a': 0.5, 'e': 0.12181307688414106}",30,19,21.61756840866748,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
421,False,"{'a': 0.5, 'e': 0.12120401149972035}",25,7,14.673482926587045,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 0}",1
422,False,"{'a': 0.5, 'e': 0.12059799144222175}",20,6,25.01012985664987,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
423,False,"{'a': 0.5, 'e': 0.11999500148501063}",25,11,28.672207884756276,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
424,False,"{'a': 0.5, 'e': 0.11939502647758558}",25,17,6.29460020283158,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
425,False,"{'a': 0.5, 'e': 0.11879805134519765}",20,0,-19.254975925865516,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
426,False,"{'a': 0.5, 'e': 0.11820406108847166}",30,18,23.132148660735,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
427,False,"{'a': 0.5, 'e': 0.1176130407830293}",20,11,15.519997762790743,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
428,False,"{'a': 0.5, 'e': 0.11702497557911415}",20,9,17.011273396249184,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
429,False,"{'a': 0.5, 'e': 0.11643985070121858}",20,12,12.895162882665065,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
430,False,"{'a': 0.5, 'e': 0.11585765144771248}",25,17,4.102941955725371,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
431,False,"{'a': 0.5, 'e': 0.11527836319047392}",20,14,12.700528479437518,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
432,False,"{'a': 0.5, 'e': 0.11470197137452155}",25,9,20.582596205470107,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
433,False,"{'a': 0.5, 'e': 0.11412846151764894}",20,0,27.3695295848106,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
434,False,"{'a': 0.5, 'e': 0.1135578192100607}",20,2,11.511030712477051,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
435,False,"{'a': 0.5, 'e': 0.11299003011401039}",30,18,-24.59764674430398,"{0: 9, 1: 0, 2: 2, 3: 1, 4: 0}",1
436,False,"{'a': 0.5, 'e': 0.11242507996344034}",25,3,37.06998552329806,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
437,False,"{'a': 0.5, 'e': 0.11186295456362313}",30,13,31.59471664301008,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
438,False,"{'a': 0.5, 'e': 0.11130363979080501}",20,8,15.056750099712294,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
439,False,"{'a': 0.5, 'e': 0.11074712159185099}",20,2,10.630022936799342,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
440,False,"{'a': 0.5, 'e': 0.11019338598389174}",20,2,28.243221001044695,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
441,False,"{'a': 0.5, 'e': 0.10964241905397228}",20,6,8.778909786515387,"{0: 12, 1: 2, 2: 0, 3: 0, 4: 0}",1
442,False,"{'a': 0.5, 'e': 0.10909420695870241}",20,2,1.0064572759660497,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 0}",1
443,False,"{'a': 0.5, 'e': 0.1085487359239089}",25,9,30.412723531596107,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
444,False,"{'a': 0.5, 'e': 0.10800599224428936}",25,9,5.810570522662567,"{0: 14, 1: 1, 2: 1, 3: 0, 4: 0}",1
445,False,"{'a': 0.5, 'e': 0.10746596228306791}",35,8,43.0465619268556,"{0: 27, 1: 0, 2: 0, 3: 0, 4: 0}",1
446,False,"{'a': 0.5, 'e': 0.10692863247165257}",20,10,16.62789456017795,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
447,False,"{'a': 0.5, 'e': 0.1063939893092943}",20,12,4.856591548949972,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
448,False,"{'a': 0.5, 'e': 0.10586201936274783}",35,21,19.448653006133124,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
449,False,"{'a': 0.5, 'e': 0.10533270926593409}",20,8,3.8303591915034056,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 0}",1
450,False,"{'a': 0.5, 'e': 0.10480604571960442}",20,16,6.201280555528024,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
451,False,"{'a': 0.5, 'e': 0.1042820154910064}",25,0,11.131429734109638,"{0: 22, 1: 1, 2: 2, 3: 0, 4: 0}",0
452,False,"{'a': 0.5, 'e': 0.10376060541355137}",20,0,20.54498394456803,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
453,False,"{'a': 0.5, 'e': 0.1032418023864836}",20,10,19.48678025667872,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
454,False,"{'a': 0.5, 'e': 0.10272559337455119}",20,0,27.640430897462732,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
455,False,"{'a': 0.5, 'e': 0.10221196540767843}",25,14,9.560226187697143,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
456,False,"{'a': 0.5, 'e': 0.10170090558064004}",35,20,6.850030658235079,"{0: 14, 1: 0, 2: 0, 3: 1, 4: 0}",1
457,False,"{'a': 0.5, 'e': 0.10119240105273684}",25,10,13.040303285123404,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
458,False,"{'a': 0.5, 'e': 0.10068643904747315}",25,11,25.535049638771707,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
459,False,"{'a': 0.5, 'e': 0.10018300685223579}",20,12,16.375987231152706,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
460,False,"{'a': 0.5, 'e': 0.0996820918179746}",20,9,17.632964597267797,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
461,False,"{'a': 0.5, 'e': 0.09918368135888474}",20,11,17.267507850838154,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
462,False,"{'a': 0.5, 'e': 0.09868776295209031}",20,11,16.54530744586788,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
463,False,"{'a': 0.5, 'e': 0.09819432413732986}",25,18,0.07208153522224592,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
464,False,"{'a': 0.5, 'e': 0.09770335251664321}",20,14,-0.1421199381385425,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
465,False,"{'a': 0.5, 'e': 0.09721483575406}",20,0,-18.60008290485232,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
466,False,"{'a': 0.5, 'e': 0.09672876157528969}",25,13,21.184463107677953,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
467,False,"{'a': 0.5, 'e': 0.09624511776741324}",25,0,10.308830155359386,"{0: 23, 1: 1, 2: 0, 3: 1, 4: 0}",0
468,False,"{'a': 0.5, 'e': 0.09576389217857617}",25,12,10.009876428963015,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 0}",1
469,False,"{'a': 0.5, 'e': 0.09528507271768329}",20,7,24.322325821138797,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
470,False,"{'a': 0.5, 'e': 0.09480864735409487}",25,14,11.06071780087575,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
471,False,"{'a': 0.5, 'e': 0.0943346041173244}",20,9,17.873442708085342,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
472,False,"{'a': 0.5, 'e': 0.09386293109673778}",25,15,-3.401859226129929,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 0}",1
473,False,"{'a': 0.5, 'e': 0.09339361644125409}",20,12,14.463130872874636,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
474,False,"{'a': 0.5, 'e': 0.09292664835904782}",25,0,25.556188909819927,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",0
475,False,"{'a': 0.5, 'e': 0.09246201511725258}",35,12,15.191057191042702,"{0: 21, 1: 0, 2: 2, 3: 0, 4: 0}",1
476,False,"{'a': 0.5, 'e': 0.09199970504166631}",25,15,20.741169496562257,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
477,False,"{'a': 0.5, 'e': 0.09153970651645797}",25,5,36.61038613901776,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
478,False,"{'a': 0.5, 'e': 0.09108200798387568}",25,13,25.62976620358481,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
479,False,"{'a': 0.5, 'e': 0.0906265979439563}",20,12,-27.290784383848845,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
480,False,"{'a': 0.5, 'e': 0.09017346495423652}",30,13,-24.007291436544342,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 1}",1
481,False,"{'a': 0.5, 'e': 0.08972259762946533}",25,10,11.715059295103798,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
482,False,"{'a': 0.5, 'e': 0.089273984641318}",20,7,-23.53176763830982,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 1}",1
483,False,"{'a': 0.5, 'e': 0.0888276147181114}",20,13,14.405949140598766,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
484,False,"{'a': 0.5, 'e': 0.08838347664452084}",25,13,-46.5415446448802,"{0: 9, 1: 1, 2: 0, 3: 1, 4: 1}",1
485,False,"{'a': 0.5, 'e': 0.08794155926129824}",20,12,18.265935917801155,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
486,False,"{'a': 0.5, 'e': 0.08750185146499175}",25,7,24.992980102747534,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
487,False,"{'a': 0.5, 'e': 0.08706434220766679}",20,6,-17.538370193018594,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
488,False,"{'a': 0.5, 'e': 0.08662902049662846}",20,5,26.159735585478536,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
489,False,"{'a': 0.5, 'e': 0.08619587539414532}",20,7,0.6675192419564462,"{0: 12, 1: 0, 2: 0, 3: 1, 4: 0}",1
490,False,"{'a': 0.5, 'e': 0.08576489601717459}",20,14,12.563522254023326,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
491,False,"{'a': 0.5, 'e': 0.08533607153708872}",25,15,18.677195310706537,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
492,False,"{'a': 0.5, 'e': 0.08490939117940327}",35,21,24.493434968634038,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
493,False,"{'a': 0.5, 'e': 0.08448484422350626}",30,0,0.9277768266900612,"{0: 29, 1: 0, 2: 0, 3: 0, 4: 1}",0
494,False,"{'a': 0.5, 'e': 0.08406242000238873}",30,14,18.628428063557205,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
495,False,"{'a': 0.5, 'e': 0.08364210790237678}",30,6,30.029831019146513,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 0}",1
496,False,"{'a': 0.5, 'e': 0.0832238973628649}",30,12,18.729383215159345,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
497,False,"{'a': 0.5, 'e': 0.08280777787605056}",20,13,15.622966608441388,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
498,False,"{'a': 0.5, 'e': 0.08239373898667031}",30,6,38.16702398178423,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
499,False,"{'a': 0.5, 'e': 0.08198177029173696}",25,0,1.91487129655621,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 1}",0
500,False,"{'a': 0.5, 'e': 0.08157186144027828}",25,13,9.533538940672303,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
501,False,"{'a': 0.5, 'e': 0.0811640021330769}",20,11,18.80309289146582,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
502,False,"{'a': 0.5, 'e': 0.08075818212241151}",25,13,9.603266674339679,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
503,False,"{'a': 0.5, 'e': 0.08035439121179945}",30,10,23.12089941440532,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
504,False,"{'a': 0.5, 'e': 0.07995261925574046}",20,5,23.121470825816417,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
505,False,"{'a': 0.5, 'e': 0.07955285615946175}",20,0,17.071647483720735,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
506,False,"{'a': 0.5, 'e': 0.07915509187866444}",30,13,-0.690445356706902,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
507,False,"{'a': 0.5, 'e': 0.07875931641927113}",20,2,34.182573170586856,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
508,False,"{'a': 0.5, 'e': 0.07836551983717477}",20,16,8.592111244635387,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
509,False,"{'a': 0.5, 'e': 0.07797369223798889}",25,13,19.504365730215177,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
510,False,"{'a': 0.5, 'e': 0.07758382377679894}",20,12,12.764559607133608,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
511,False,"{'a': 0.5, 'e': 0.07719590465791494}",25,13,21.25311713299116,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
512,False,"{'a': 0.5, 'e': 0.07680992513462537}",30,13,21.03991960738255,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
513,False,"{'a': 0.5, 'e': 0.07642587550895225}",30,8,40.4531802741105,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
514,False,"{'a': 0.5, 'e': 0.07604374613140748}",25,3,-42.38421733404245,"{0: 19, 1: 0, 2: 1, 3: 1, 4: 1}",1
515,False,"{'a': 0.5, 'e': 0.07566352740075044}",30,18,21.096535463344598,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
516,False,"{'a': 0.5, 'e': 0.07528520976374668}",30,13,29.571700463480113,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
517,False,"{'a': 0.5, 'e': 0.07490878371492794}",30,18,27.476475131618784,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
518,False,"{'a': 0.5, 'e': 0.0745342397963533}",20,12,12.5404701599826,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
519,False,"{'a': 0.5, 'e': 0.07416156859737154}",20,8,20.503417617258936,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
520,False,"{'a': 0.5, 'e': 0.07379076075438468}",25,13,24.71751366677828,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
521,False,"{'a': 0.5, 'e': 0.07342180695061275}",25,17,13.849346657845665,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
522,False,"{'a': 0.5, 'e': 0.07305469791585968}",20,2,26.013463693510225,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
523,False,"{'a': 0.5, 'e': 0.07268942442628039}",20,9,-25.42804330034466,"{0: 9, 1: 0, 2: 0, 3: 2, 4: 0}",1
524,False,"{'a': 0.5, 'e': 0.07232597730414898}",30,19,23.371860235629192,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
525,False,"{'a': 0.5, 'e': 0.07196434741762824}",20,7,24.297661321265338,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
526,False,"{'a': 0.5, 'e': 0.0716045256805401}",25,14,10.952521066859042,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
527,False,"{'a': 0.5, 'e': 0.0712465030521374}",20,12,11.368809018087221,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
528,False,"{'a': 0.5, 'e': 0.0708902705368767}",30,22,17.872212130617392,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
529,False,"{'a': 0.5, 'e': 0.07053581918419231}",25,9,19.864136773477483,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
530,False,"{'a': 0.5, 'e': 0.07018314008827135}",25,16,18.165226167372357,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
531,False,"{'a': 0.5, 'e': 0.06983222438783}",20,12,16.43768256965041,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
532,False,"{'a': 0.5, 'e': 0.06948306326589085}",20,10,16.97361726264836,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
533,False,"{'a': 0.5, 'e': 0.0691356479495614}",30,0,18.5613678687451,"{0: 27, 1: 1, 2: 2, 3: 0, 4: 0}",0
534,False,"{'a': 0.5, 'e': 0.06878996970981359}",20,12,14.310226883371211,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
535,False,"{'a': 0.5, 'e': 0.06844601986126451}",20,0,30.91099947270214,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
536,False,"{'a': 0.5, 'e': 0.06810378976195819}",30,11,34.56887991210178,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
537,False,"{'a': 0.5, 'e': 0.0677632708131484}",25,7,-14.680602876837456,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 1}",1
538,False,"{'a': 0.5, 'e': 0.06742445445908266}",20,2,23.498278334106256,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
539,False,"{'a': 0.5, 'e': 0.06708733218678724}",20,0,-8.57156924608508,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
540,False,"{'a': 0.5, 'e': 0.0667518955258533}",20,8,18.95363109007907,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
541,False,"{'a': 0.5, 'e': 0.06641813604822402}",20,14,9.95234511267149,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
542,False,"{'a': 0.5, 'e': 0.0660860453679829}",25,5,28.922855612665195,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
543,False,"{'a': 0.5, 'e': 0.06575561514114299}",25,14,10.049868398635867,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
544,False,"{'a': 0.5, 'e': 0.06542683706543727}",25,14,21.82847777886023,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
545,False,"{'a': 0.5, 'e': 0.06509970288011008}",20,0,33.61659080892846,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
546,False,"{'a': 0.5, 'e': 0.06477420436570952}",25,10,26.61149627372895,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
547,False,"{'a': 0.5, 'e': 0.06445033334388098}",20,16,5.818208608299802,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
548,False,"{'a': 0.5, 'e': 0.06412808167716157}",25,15,21.26295830586153,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
549,False,"{'a': 0.5, 'e': 0.06380744126877576}",30,20,14.955995456204354,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
550,False,"{'a': 0.5, 'e': 0.06348840406243188}",25,3,37.606143147152174,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
551,False,"{'a': 0.5, 'e': 0.06317096204211972}",20,3,4.380702523579218,"{0: 16, 1: 0, 2: 0, 3: 1, 4: 0}",1
